source_file,timestamp_local,bug_type,incident_id,os_version,device_reported,topic,eventType,bundleId,eventTime_ms,anchor,window,dt,sec,flame_flag
/mnt/data/work_2025-06-07/xp_extracted/Analytics-2025-06-07-070102.ips.ca.synced,2025-06-07T07:00:00+07:00,211,DC015262-2A53-4EC9-A222-BAC755E7723B,,,AllTopics,,,,,,2025-06-07 07:00:00+07:00,2025-06-07 07:00:00+07:00,True
/mnt/data/work_2025-06-07/xp_extracted/proactive_event_tracker-com_apple_Trial-com_apple_triald-2025-06-07-011807.ips,2025-06-07T01:18:07+07:00,303,F6D869E0-CD19-40EE-A655-7D337793AAB7,,,,,,,,,2025-06-07 01:18:07+07:00,2025-06-07 01:18:07+07:00,True
