source_file,timestamp_local,bug_type,incident_id,os_version,device_reported,topic,eventType,bundleId,eventTime_ms,anchor,window,dt,window_sec
/mnt/data/work_2025-06-07/xp_extracted/xp_amp_app_usage_dnu-2025-06-07-140745.ips,2025-06-07T14:07:45+07:00,225,DF7E10A8-412E-49FF-AAB5-29A77CE0664C,,,xp_amp_app_usage_dnu,launches,com.viettel.ttnd.vietteldiscovery,1749280065276.0,2025-06-07 14:07:45+07:00,,2025-06-07 14:07:45+07:00,60
/mnt/data/work_2025-06-07/xp_extracted/xp_amp_app_usage_dnu-2025-06-07-140745.ips,2025-06-07T14:07:45+07:00,225,DF7E10A8-412E-49FF-AAB5-29A77CE0664C,,,xp_amp_app_usage_dnu,launches,com.viettel.ttnd.vietteldiscovery,1749280065276.0,2025-06-07 14:07:45+07:00,300.0,2025-06-07 14:07:45+07:00,60
/mnt/data/work_2025-06-07/xp_extracted/xp_amp_app_usage_dnu-2025-06-07-140745.ips,2025-06-07T14:07:45+07:00,225,DF7E10A8-412E-49FF-AAB5-29A77CE0664C,,,xp_amp_app_usage_dnu,launches,com.viettel.ttnd.vietteldiscovery,1749280065276.0,2025-06-07 14:07:45+07:00,60.0,2025-06-07 14:07:45+07:00,60
